COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,COMPANY_ABBR,A_STOCK_CODE,AREA_NAME,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,CSRC_CODE_DESC,COMPANY_CODE,FULL_NAME
YAPP,1,1,亚普股份,603013,320000,-,996,亚普股份,江苏省,"Yapp Automotive Systems Co.,Ltd.",亚普股份,2,-,4,20180509,C,   D  F  N          ,制造业,603013,亚普汽车部件股份有限公司
WEGO,1,1,威高血净,603014,370000,-,997,威高血净,山东省,"SHANDONG WEIGAO BLOOD PURIFICATION PRODUCTS CO., LTD.",威高血净,2,-,4,20250519,C,   D  F  NY         ,制造业,603014,山东威高血液净化制品股份有限公司
TECHMATION,1,1,弘讯科技,603015,330000,-,998,弘讯科技,浙江省,"Ningbo Techmation Co., Ltd.",弘讯科技,2,-,4,20150303,C,   D  F  N          ,制造业,603015,宁波弘讯科技股份有限公司
NEW HONGTAI,1,1,新宏泰,603016,320000,-,999,新宏泰,江苏省,"Wuxi New Hongtai Electrical Technology Co.,Ltd",新宏泰,2,-,4,20160701,C,   D  F  N          ,制造业,603016,无锡新宏泰电器科技股份有限公司
ARTS GROUP,1,1,中衡设计,603017,320000,-,1000,中衡设计,江苏省,"ARTS Group Co.,Ltd",中衡设计,2,-,4,20141231,M,   D  F  N          ,科学研究和技术服务业,603017,中衡设计集团股份有限公司
CDG,1,1,华设集团,603018,320000,-,1001,华设集团,江苏省,"CHINA DESIGN GROUP CO.,LTD",华设集团,2,-,4,20141013,M,   D  F  N          ,科学研究和技术服务业,603018,华设设计集团股份有限公司
SUGON,1,1,中科曙光,603019,120000,-,1002,中科曙光,天津市,"Dawning Information Industry Co.,Ltd",中科曙光,2,-,4,20141106,C,   D  F  N          ,制造业,603019,曙光信息产业股份有限公司
APPLE GROUP,1,1,爱普股份,603020,310000,-,1003,爱普股份,上海市,"Apple Flavor & Fragrance Group Co., Ltd.",爱普股份,2,-,4,20150325,C,   D  F  N          ,制造业,603020,爱普香料集团股份有限公司
SDHP,1,1,ST华鹏,603021,370000,-,1004,ST华鹏,山东省,"Shandong Huapeng Glass Co.,Ltd.",ST华鹏,7,-,8,20150423,C,   S  F  N          ,制造业,603021,山东华鹏玻璃股份有限公司
XTL,1,1,新通联,603022,310000,-,1005,新通联,上海市,"SHANGHAI XINTONGLIAN PACKING CO.,LTD",新通联,2,-,4,20150518,C,   D  F  N          ,制造业,603022,上海新通联包装股份有限公司
VITI,1,1,威帝股份,603023,230000,-,1006,威帝股份,黑龙江省,HARBIN VITI ELECTRONICS CORP,威帝股份,2,-,4,20150527,C,   D  F  N          ,制造业,603023,哈尔滨威帝电子股份有限公司
DAHAO TECHNOLOGY,1,1,大豪科技,603025,110000,-,1007,大豪科技,北京市,"Beijing Dahao Technology Corp.,Ltd",大豪科技,2,-,4,20150422,C,   D  F  N          ,制造业,603025,北京大豪科技股份有限公司
SHIDA SHINGHWA ADVANCED MATERIAL,1,1,石大胜华,603026,370000,-,1008,石大胜华,山东省,"SHIDA SHINGHWA ADVANCED MATERIAL GROUP CO.,LTD.",石大胜华,2,-,4,20150529,C,   D  F  N          ,制造业,603026,石大胜华新材料集团股份有限公司
QIANHE,1,1,千禾味业,603027,510000,-,1009,千禾味业,四川省,"Qianhe Condiment and Food Co., Ltd",千禾味业,2,-,4,20160307,C,   D  F  N          ,制造业,603027,千禾味业食品股份有限公司
SAFETY,1,1,赛福天,603028,320000,-,1010,赛福天,江苏省,"JIANGSU SAFETY GROUP CO.,LTD.",赛福天,2,-,4,20160331,C,   D  F  N          ,制造业,603028,江苏赛福天集团股份有限公司
SWAN COTTON MACHINERY,1,1,天鹅股份,603029,370000,-,1011,天鹅股份,山东省,"Shandong Swan Cotton Industrial Machinery Stock Co., Ltd.",天鹅股份,2,-,4,20160427,C,   D  F  N          ,制造业,603029,山东天鹅棉业机械股份有限公司
TRENDZONE,1,1,全筑股份,603030,310000,-,1012,全筑股份,上海市,"SHANGHAI TRENDZONE HOLDINE GROUP CO.,LTD",全筑股份,2,-,4,20150320,E,   D  F  N          ,建筑业,603030,上海全筑控股集团股份有限公司
ANFU TECHNOLOGY,1,1,安孚科技,603031,340000,-,1013,安孚科技,安徽省,"ANHUI ANFU BATTERY TECHNOLOGY CO.,LTD.",安孚科技,2,-,4,20160822,C,   D  F  N          ,制造业,603031,安徽安孚电池科技股份有限公司
DE XIN TECHNOLOGY,1,1,德新科技,603032,650000,-,1014,德新科技,新疆维吾尔自治区,"DELIXI NEW ENERGY TECHNOLOGY CO.,LTD",德新科技,2,-,4,20170105,C,   D  F  N          ,制造业,603032,德力西新能源科技股份有限公司
THREE-V,1,1,三维股份,603033,330000,-,1015,三维股份,浙江省,"Zhejiang Sanwei Rubber Item Co.,Ltd.",三维股份,2,-,4,20161207,C,   D  F  N          ,制造业,603033,三维控股集团股份有限公司
CAIP,1,1,常熟汽饰,603035,320000,-,1016,常熟汽饰,江苏省,"JIANGSU CHANGSHU AUTOMOTIVE TRIM GROUP CO., LTD.",常熟汽饰,2,-,4,20170105,C,   D  F  N          ,制造业,603035,江苏常熟汽饰集团股份有限公司
RT,1,1,如通股份,603036,320000,-,1017,如通股份,江苏省,"JIANGSU RUTONG PETRO-MACHINERY CO., LTD.",如通股份,2,-,4,20161209,C,   D  F  N          ,制造业,603036,江苏如通石油机械股份有限公司
CARTHANE,1,1,凯众股份,603037,310000,-,1018,凯众股份,上海市,"Shanghai Carthane Co., Ltd",凯众股份,2,-,4,20170120,C,   D  F  N          ,制造业,603037,上海凯众材料科技股份有限公司
HUALI,1,1,华立股份,603038,440000,-,1019,华立股份,广东省,"Dongguan Huali industries Co., Ltd.",华立股份,2,-,4,20170116,C,   D  F  N          ,制造业,603038,东莞市华立实业股份有限公司
WEAVER NETWORK,1,1,XD泛微网,603039,310000,-,1020,泛微网络,上海市,"WEAVER NETWORK TECHNOLOGY CO.,LTD.",泛微网络,2,-,4,20170113,I,   D  F  N          ,信息传输、软件和信息技术服务业,603039,泛微网络科技股份有限公司
XZB,1,1,新坐标,603040,330000,-,1021,新坐标,浙江省,"Hangzhou XZB Tech Co.,Ltd",新坐标,2,-,4,20170209,C,   D  F  N          ,制造业,603040,杭州新坐标科技股份有限公司
MAYSTA,1,1,美思德,603041,320000,-,1022,XD美思德,江苏省,"Jiangsu Maysta Chemical Co., Ltd",XD美思德,2,-,4,20170330,C,  RD  F  N          ,制造业,603041,江苏美思德化学股份有限公司
NANJINGHUAMAI TECHNOLOGY,1,1,华脉科技,603042,320000,-,1023,华脉科技,江苏省,"Nanjing Huamai Technology Co., Ltd.",华脉科技,2,-,4,20170602,C,   D  F  N          ,制造业,603042,南京华脉科技股份有限公司
GUANGZHOU RESTAURANT,1,1,广州酒家,603043,440000,-,1024,广州酒家,广东省,Guangzhou Restaurant Group Company Limited,广州酒家,2,-,4,20170627,C,   D  F  N          ,制造业,603043,广州酒家集团股份有限公司
FUDA ALLOY,1,1,福达合金,603045,330000,-,1025,福达合金,浙江省,"Fuda Alloy Materials Co.,Ltd",福达合金,2,-,4,20180517,C,   D  F  N          ,制造业,603045,福达合金材料股份有限公司
ZHEJIANG LIMING,1,1,浙江黎明,603048,330000,-,1026,浙江黎明,浙江省,"ZHEJIANG LIMING INTELLIGENT MANUFACTURING CO., LTD.",浙江黎明,2,-,4,20211116,C,   D  F  N          ,制造业,603048,浙江黎明智造股份有限公司
ZC RUBBER,1,1,C中策,603049,330000,-,1027,C中策,浙江省,"ZHONGCE RUBBER GROUP CO., LTD.",C中策橡胶,2,-,4,20250605,C,   D  F  NY         ,制造业,603049,中策橡胶集团股份有限公司
KE ELECTRIC,1,1,科林电气,603050,130000,-,1028,科林电气,河北省,"ShiJiaZhuang Kelin Electric Co., Ltd.",科林电气,2,-,4,20170414,C,   D  F  N          ,制造业,603050,石家庄科林电气股份有限公司
LUSHAN NEW MATERIALS,1,1,鹿山新材,603051,440000,-,1029,鹿山新材,广东省,"GUANGZHOU LUSHAN NEW MATERIALS CO., LTD.",鹿山新材,2,-,4,20220325,C,   D  F  N          ,制造业,603051,广州鹿山新材料股份有限公司
KHTECH,1,1,可川科技,603052,320000,-,1030,可川科技,江苏省,"SUZHOU K-HIRAGAWA ELECTRONIC TECHNOLOGY CO., LTD.",可川科技,2,-,4,20221011,C,   D  F  N          ,制造业,603052,苏州可川电子科技股份有限公司
CDGAS,1,1,成都燃气,603053,510000,-,1031,成都燃气,四川省,Chengdu Gas Group Corporation Ltd.,成都燃气,2,-,4,20191217,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603053,成都燃气集团股份有限公司
TAIHUA NEW MATERIAL,1,1,台华新材,603055,330000,-,1032,台华新材,浙江省,"ZHEJIANG TAIHUA NEW MATERIAL GROUP CO., LTD",台华新材,2,-,4,20170921,C,   D  F  N          ,制造业,603055,浙江台华新材料集团股份有限公司
DEPPON,1,1,德邦股份,603056,310000,-,1033,德邦股份,上海市,"Deppon Logistics Co.,Ltd.",德邦股份,2,-,4,20180116,G,   D  F  N          ,交通运输、仓储和邮政业,603056,德邦物流股份有限公司
ZIYAN FOODS,1,1,紫燕食品,603057,310000,-,1034,紫燕食品,上海市,"SHANGHAI ZIYAN FOOD CO., LTD.",上海紫燕食品,2,-,4,20220926,C,   D  F  N          ,制造业,603057,上海紫燕食品股份有限公司
GZYJPCO,1,1,永吉股份,603058,520000,-,1035,永吉股份,贵州省,"GuiZhou YongJi Printing CO.,LTD",永吉股份,2,-,4,20161223,C,   D  F  N          ,制造业,603058,贵州永吉印务股份有限公司
PERFECT,1,1,倍加洁,603059,320000,-,1036,倍加洁,江苏省,"Perfect Group Corp.,Ltd",倍加洁,2,-,4,20180302,C,   D  F  N          ,制造业,603059,倍加洁集团股份有限公司
CTC,1,1,国检集团,603060,110000,-,1037,国检集团,北京市,"CHINA TESTING & CERTIFICATION INTERNATIONAL GROUP CO.,LTD.",国检集团,2,-,4,20161109,M,   D  F  N          ,科学研究和技术服务业,603060,中国国检测试控股集团股份有限公司
JHT,1,1,金海通,603061,120000,-,1038,金海通,天津市,"JHT DESIGN CO.,LTD.",金海通股份,2,-,4,20230303,C,   D  F  N          ,制造业,603061,天津金海通半导体设备股份有限公司
MEGA P&C,1,1,麦加芯彩,603062,310000,-,1039,麦加芯彩,上海市,MEGA P&C ADVANCED MATERIALS (SHANGHAI) COMPANY LIMITED,麦加芯彩,2,-,4,20231107,C,   D  F  NY         ,制造业,603062,麦加芯彩新材料科技(上海)股份有限公司
HOPEWIND,1,1,禾望电气,603063,440000,-,1040,禾望电气,广东省,"Shenzhen Hopewind Electric Co.,Ltd.",禾望电气,2,-,4,20170728,C,   D  F  N          ,制造业,603063,深圳市禾望电气股份有限公司
UNITECH,1,1,宿迁联盛,603065,320000,-,1041,宿迁联盛,江苏省,"SUQIAN UNITECH CORP., LTD.",宿迁联盛,2,-,4,20230321,C,   D  F  N          ,制造业,603065,宿迁联盛科技股份有限公司
INFORM,1,1,音飞储存,603066,320000,-,1042,音飞储存,江苏省,"Nanjing Inform Storage Equipment (Group) Co., Ltd.",音飞储存,2,-,4,20150611,G,   D  F  N          ,交通运输、仓储和邮政业,603066,南京音飞储存设备(集团)股份有限公司
ZHENHUA CHEMICAL,1,1,振华股份,603067,420000,-,1043,振华股份,湖北省,"Hubei Zhenhua Chemical Co.,Ltd",振华股份,2,-,4,20160913,C,   D  F  N          ,制造业,603067,湖北振华化学股份有限公司
BEKEN,1,1,博通集成,603068,310000,-,1044,博通集成,上海市,Beken Corporation,博通集成,2,-,4,20190415,C,   D  F  N          ,制造业,603068,博通集成电路(上海)股份有限公司
HAIQI,1,1,海汽集团,603069,460000,-,1045,海汽集团,海南省,"Hainan Haiqi Transportation Group Co.,Ltd.",海汽集团,2,-,4,20160712,G,   D  F  N          ,交通运输、仓储和邮政业,603069,海南海汽运输集团股份有限公司
WECOME,1,1,万控智造,603070,330000,-,1046,万控智造,浙江省,"WECOME INTELLIGENT MANUFACTURING CO.,LTD.",万控智造,2,-,4,20220310,C,   D  F  N          ,制造业,603070,万控智造股份有限公司
ZMEE,1,1,XD物产环,603071,330000,-,1047,物产环能,浙江省,"ZJMI ENVIRONMENTAL ENERGY CO.,LTD.",物产环能,2,-,4,20211216,F,   D  F  N          ,批发和零售业,603071,浙江物产环保能源股份有限公司
TIANHE MAGNETICS,1,1,天和磁材,603072,150000,-,1048,天和磁材,内蒙古自治区,"BAOTOU TIANHE MAGNETICS TECHNOLOGY CO., LTD.",天和磁材科技,2,-,4,20250103,C,   D  F  NY         ,制造业,603072,包头天和磁材科技股份有限公司
CADY INDUSTRY,1,1,彩蝶实业,603073,330000,-,1049,彩蝶实业,浙江省,"ZHEJIANG CADY INDUSTRY CO., LTD.",彩蝶实业,2,-,4,20230316,C,   D  F  N          ,制造业,603073,浙江彩蝶实业股份有限公司
HEATWELL,1,1,热威股份,603075,330000,-,1050,热威股份,浙江省,"HANGZHOU HEATWELL ELECTRIC HEATING TECHNOLOGY CO., LTD.",热威科技股份,2,-,4,20230911,C,   D  F  NY         ,制造业,603075,杭州热威电热科技股份有限公司
LEHUI INTERNATIONAL,1,1,乐惠国际,603076,330000,-,1051,乐惠国际,浙江省,"Ningbo Lehui International Engineering Equipment Co.,Ltd",乐惠国际,2,-,4,20171113,C,   D  F  N          ,制造业,603076,宁波乐惠国际工程装备股份有限公司
HBC,1,1,和邦生物,603077,510000,-,1052,和邦生物,四川省,"SICHUAN HEBANG BIOTECHNOLOGY CO.,LTD.",和邦生物,2,-,4,20120731,C,   D  F  N          ,制造业,603077,四川和邦生物科技股份有限公司
JHM,1,1,江化微,603078,320000,-,1053,江化微,江苏省,"Jiangyin Jianghua Micro-electronic Materials Co., Ltd",江化微,2,-,4,20170410,C,   D  F  N          ,制造业,603078,江阴江化微电子材料股份有限公司
SHENGDA BIO-PHARM,1,1,圣达生物,603079,330000,-,1054,圣达生物,浙江省,"Zhejiang Shengda Bio-Pharm Co.,Ltd.",圣达生物,2,-,4,20170823,C,   D  F  N          ,制造业,603079,浙江圣达生物药业股份有限公司
"XINJIANG TORCH GAS CO.,LTD",1,1,新疆火炬,603080,650000,-,1055,新疆火炬,新疆维吾尔自治区,"Xinjiang Torch Gas Co.,Ltd",新疆火炬,2,-,4,20180103,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603080,新疆火炬燃气股份有限公司
DAFENG INDUSTRY,1,1,大丰实业,603081,330000,-,1056,大丰实业,浙江省,"Zhejiang Dafeng Industry Co., Ltd",大丰实业,2,-,4,20170420,C,   D  F  N          ,制造业,603081,浙江大丰实业股份有限公司
R.T.D.,1,1,北自科技,603082,110000,-,1057,北自科技,北京市,"BZS (BEIJING) TECHNOLOGY DEVELOPMENT CO.,LTD",北自科技股份,2,-,4,20240130,C,   D  F  NY         ,制造业,603082,北自所(北京)科技发展股份有限公司
CIG,1,1,剑桥科技,603083,310000,-,1058,剑桥科技,上海市,"Cig Shanghai Co., Ltd.",剑桥科技,2,-,4,20171110,C,   D  F  N          ,制造业,603083,上海剑桥科技股份有限公司
TC,1,1,天成自控,603085,330000,-,1059,天成自控,浙江省,"ZHEJIANG TENCHEN CONTROLS CO.,LTD.",天成自控,2,-,4,20150630,C,   D  F  N          ,制造业,603085,浙江天成自控股份有限公司
CYNDA,1,1,先达股份,603086,370000,-,1060,先达股份,山东省,"Shandong Cynda Chemical Co.,Ltd",先达股份,2,-,4,20170511,C,   D  F  N          ,制造业,603086,山东先达农化股份有限公司
GAN & LEE,1,1,甘李药业,603087,110000,-,1061,甘李药业,北京市,Gan & Lee Pharmaceuticals.,甘李药业,2,-,4,20200629,C,   D  F  N          ,制造业,603087,甘李药业股份有限公司
JDM,1,1,宁波精达,603088,330000,-,1062,宁波精达,浙江省,"JDM JINGDA MACHINE(NINGBO) CO.,LTD",宁波精达,2,-,4,20141111,C,   D  F  N          ,制造业,603088,宁波精达成形装备股份有限公司
ADD,1,1,正裕工业,603089,330000,-,1063,正裕工业,浙江省,"ADD Industry (Zhejiang) Co., Ltd",正裕工业,2,-,4,20170126,C,   D  F  N          ,制造业,603089,浙江正裕工业股份有限公司
WXHS,1,1,宏盛股份,603090,320000,-,1064,宏盛股份,江苏省,"Wuxi Hongsheng Heat Exchanger Manufacturing Co., Ltd.",宏盛股份,2,-,4,20160831,C,   D  F  N          ,制造业,603090,无锡宏盛换热器制造股份有限公司
ZX PACKING GROUP,1,1,众鑫股份,603091,330000,-,1065,众鑫股份,浙江省,"ZHEJIANG ZHONGXIN ENVIRONMENTAL PROTECTION TECHNOLOGY GROUP CO., LTD.",众鑫股份,2,-,4,20240920,C,   D  F  NY         ,制造业,603091,浙江众鑫环保科技集团股份有限公司
NANHUA FUTURES,1,1,南华期货,603093,330000,-,1066,南华期货,浙江省,"Nanhua Futures Co.,Ltd.",南华期货,2,-,4,20190830,J,   D  F  N          ,金融业,603093,南华期货股份有限公司
YUEJIAN INTELLIGENT,1,1,DR越剑智,603095,330000,-,1067,越剑智能,浙江省,"Zhejiang Yuejian Intelligent Equipment Co.,Ltd.",越剑智能,2,-,4,20200415,C,   D  F  N          ,制造业,603095,浙江越剑智能装备股份有限公司
TMG,1,1,新经典,603096,120000,-,1068,新经典,天津市,THINKINGDOM MEDIA GROUP LTD.,新经典,2,-,4,20170425,R,   D  F  N          ,文化、体育和娱乐业,603096,新经典文化股份有限公司
JIANGSU HUACHEN,1,1,XD江苏华,603097,320000,-,1069,江苏华辰,江苏省,"JIANGSU HUACHEN TRANSFORMER CO.,LTD.",江苏华辰,2,-,4,20220512,C,   D  F  N          ,制造业,603097,江苏华辰变压器股份有限公司
CENTER INT,1,1,森特股份,603098,110000,-,1070,森特股份,北京市,"Center International Group Co.,Ltd.",森特股份,2,-,4,20161216,E,   D  F  N          ,建筑业,603098,森特士兴集团股份有限公司
CBMT,1,1,长白山,603099,220000,-,1071,长白山,吉林省,"Changbai Mountain Tourism Co.,Ltd",长白山,2,-,4,20140822,N,   D  F  N          ,水利、环境和公共设施管理业,603099,长白山旅游股份有限公司
CCA,1,1,川仪股份,603100,500000,-,1072,川仪股份,重庆市,"Chongqing Chuanyi Automation Co.,Ltd.",川仪股份,2,-,4,20140805,C,   D  F  N          ,制造业,603100,重庆川仪自动化股份有限公司
WUIKA TIMES,1,1,汇嘉时代,603101,650000,-,1073,汇嘉时代,新疆维吾尔自治区,"Xinjiang Wuika Times Department Store Co.,Ltd.",汇嘉时代,2,-,4,20160506,F,   D  F  N          ,批发和零售业,603101,新疆汇嘉时代百货股份有限公司
BIOHIGH,1,1,百合股份,603102,370000,-,1074,百合股份,山东省,"WEIHAI BAIHE BIOLOGY TECHNOLOGICAL CO., LTD.",百合股份,2,-,4,20220125,C,   D  F  N          ,制造业,603102,威海百合生物技术股份有限公司
HG ENTERTAINMENT,1,1,横店影视,603103,330000,-,1075,横店影视,浙江省,"Hengdian Entertainment Co., Ltd",横店影视,2,-,4,20171012,R,   D  F  N          ,文化、体育和娱乐业,603103,横店影视股份有限公司
SUNOREN,1,1,芯能科技,603105,330000,-,1076,芯能科技,浙江省,"Zhejiang Sunoren Solar Technology Co.,Ltd.",芯能科技,2,-,4,20180709,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603105,浙江芯能光伏科技股份有限公司
CASHWAY,1,1,恒银科技,603106,120000,-,1077,恒银科技,天津市,"Cashway Fintech Co.,Ltd.",恒银科技,2,-,4,20170920,C,   D  F  N          ,制造业,603106,恒银金融科技股份有限公司
SAAA,1,1,上海汽配,603107,310000,-,1078,上海汽配,上海市,"SHANGHAI AUTOMOBILE AIR-CONDITIONER ACCESSORIES CO., LTD.",上海汽配,2,-,4,20231101,C,   D  F  NY         ,制造业,603107,上海汽车空调配件股份有限公司
RUNDA MEDICAL,1,1,润达医疗,603108,310000,-,1079,润达医疗,上海市,"Shanghai Runda Medical Technology Co., Ltd.",润达医疗,2,-,4,20150527,F,   D  F  N          ,批发和零售业,603108,上海润达医疗科技股份有限公司
SENCI,1,1,神驰机电,603109,500000,-,1080,神驰机电,重庆市,"SENCI ELECTRIC MACHINERY CO.,LTD",神驰机电,2,-,4,20191231,C,   D  F  N          ,制造业,603109,神驰机电股份有限公司
NEW EAST,1,1,东方材料,603110,340000,-,1081,东方材料,安徽省,"New East New Materials Co.,Ltd",东方材料,2,-,4,20171013,C,   D  F  N          ,制造业,603110,新东方新材料股份有限公司
KN,1,1,康尼机电,603111,320000,-,1082,康尼机电,江苏省,"Nanjing Kangni Mechanical & Electrical Co.,Ltd",康尼机电,2,-,4,20140801,C,   D  F  N          ,制造业,603111,南京康尼机电股份有限公司
HXG,1,1,华翔股份,603112,140000,-,1083,华翔股份,山西省,"SHANXI HUAXIANG GROUP CO., LTD",华翔股份,2,-,4,20200917,C,   D  F  N          ,制造业,603112,山西华翔集团股份有限公司
JINNENG,1,1,金能科技,603113,370000,-,1084,金能科技,山东省,"Jinneng Science&Technology Co.,Ltd",金能科技,2,-,4,20170511,C,   D  F  N          ,制造业,603113,金能科技股份有限公司
HXGF,1,1,海星股份,603115,320000,-,1085,海星股份,江苏省,"Nantong Haixing Electronics Co., Ltd.",海星股份,2,-,4,20190809,C,   D  F  N          ,制造业,603115,南通海星电子股份有限公司
RED DRAGONFLY,1,1,红蜻蜓,603116,330000,-,1086,红蜻蜓,浙江省,"ZHEJIANG RED DRAGONFLY FOOTWEAR CO.,LTD.",红蜻蜓,2,-,4,20150629,C,   D  F  N          ,制造业,603116,浙江红蜻蜓鞋业股份有限公司
WANLIN LOGISTICS,1,1,万林物流,603117,320000,-,1087,万林物流,江苏省,"Jiangsu Wanlin Modern Logistics Co., Ltd.",万林物流,2,-,4,20150629,G,   D  F  N          ,交通运输、仓储和邮政业,603117,江苏万林现代物流股份有限公司
GONGJIN,1,1,共进股份,603118,440000,-,1088,共进股份,广东省,"SHENZHEN GONGJIN ELECTRONICS CO., LTD",共进股份,2,-,4,20150225,C,   D  F  N          ,制造业,603118,深圳市共进电子股份有限公司
ZHEJIANG RONGTAI,1,1,浙江荣泰,603119,330000,-,1089,浙江荣泰,浙江省,"ZHEJIANG RONGTAI ELECTRIC MATERIAL CO.,LTD.",浙江荣泰股份,2,-,4,20230801,C,   D  F  NY         ,制造业,603119,浙江荣泰电工器材股份有限公司
KENTE,1,1,肯特催化,603120,330000,-,1090,肯特催化,浙江省,KENTE CATALYSTS INC.,肯特催化材料,2,-,4,20250416,C,   D  F  NY         ,制造业,603120,肯特催化材料股份有限公司
SINOTEC,1,1,华培动力,603121,310000,-,1091,华培动力,上海市,"Shanghai Sinotec Co., Ltd.",华培动力,2,-,4,20190111,C,   D  F  N          ,制造业,603121,上海华培数能科技(集团)股份有限公司
COWEALTH MEDICAL,1,1,合富中国,603122,310000,-,1092,合富中国,上海市,"COWEALTH MEDICAL CHINA CO.,LTD.",合富中国,2,-,4,20220216,F,   D  F  N          ,批发和零售业,603122,合富(中国)医疗科技股份有限公司
BEIJING CUIWEI TOWER,1,1,翠微股份,603123,110000,-,1093,翠微股份,北京市,"Beijing Cuiwei Tower Co., Ltd.",翠微股份,2,-,4,20120503,F,   D  F  N          ,批发和零售业,603123,北京翠微大厦股份有限公司
JMT,1,1,江南新材,603124,360000,-,1094,江南新材,江西省,"JIANGXI JIANGNAN NEW MATERIAL TECHNOLOGY CO., LTD.",江南新材,2,-,4,20250320,C,   D  F  NY         ,制造业,603124,江西江南新材料科技股份有限公司
EVERGREEN TECHNOLOGY,1,1,常青科技,603125,320000,-,1095,常青科技,江苏省,JIANGSU EVERGREEN MATERIAL TECHNOLOGY INCORPORATED COMPANY,江苏常青树科技,2,-,4,20230410,C,   D  F  NY         ,制造业,603125,江苏常青树新材料科技股份有限公司
SINOMA-EC/SEC,1,1,中材节能,603126,120000,-,1096,中材节能,天津市,Sinoma Energy Conservation Ltd.,中材节能,2,-,4,20140731,M,   D  F  N          ,科学研究和技术服务业,603126,中材节能股份有限公司
JOINN,1,1,昭衍新药,603127,110000,-,1097,昭衍新药,北京市,"Joinn Laboratories (China) Co.,Ltd.",昭衍新药,2,-,4,20170825,M,   D  F  N          ,科学研究和技术服务业,603127,北京昭衍新药研究中心股份有限公司
CTS LOGISTICS,1,1,华贸物流,603128,310000,-,1098,华贸物流,上海市,CTS International Logistics Corporation Limited,华贸物流,2,-,4,20120529,G,   D  F  N          ,交通运输、仓储和邮政业,603128,港中旅华贸国际物流股份有限公司
CFMOTO,1,1,春风动力,603129,330000,-,1099,春风动力,浙江省,"Zhejiang Cfmoto Power Co.,Ltd",春风动力,2,-,4,20170818,C,   D  F  N          ,制造业,603129,浙江春风动力股份有限公司
YUNZHONGMA,1,1,云中马,603130,330000,-,1100,云中马,浙江省,"ZHEJIANG YUNZHONGMA CO., LTD",云中马股份,2,-,4,20221118,C,   D  F  N          ,制造业,603130,浙江云中马股份有限公司
SHHG,1,1,上海沪工,603131,310000,-,1101,上海沪工,上海市,"Shanghai Hugong Electric Group Co.,Ltd.",上海沪工,2,-,4,20160607,C,   D  F  N          ,制造业,603131,上海沪工焊接集团股份有限公司
JINHUI INC.,1,1,金徽股份,603132,620000,-,1102,金徽股份,甘肃省,JINHUI MINING INCORPORATION LIMITED,金徽股份,2,-,4,20220222,B,   D  F  N          ,采矿业,603132,金徽矿业股份有限公司
ZZ SCIENCE & TECHNOLOGY,1,1,中重科技,603135,120000,-,1103,中重科技,天津市,"ZHONGZHONG SCIENCE & TECHNOLOGY(TIANJIN)CO., LTD.",中重科技,2,-,4,20230410,C,   D  F  NY         ,制造业,603135,中重科技(天津)股份有限公司
"TIANMU LAKE TOURISM CO.,LTD",1,1,天目湖,603136,320000,-,1104,天目湖,江苏省,"JIANGSU TIANMU LAKE TOURISM CO.,LTD",天目湖,2,-,4,20170927,N,   D  F  N          ,水利、环境和公共设施管理业,603136,江苏天目湖旅游股份有限公司
JIANGSU HENGSHANG ENERGY CONSERVATION TECHNOLOGY,1,1,恒尚节能,603137,320000,-,1105,恒尚节能,江苏省,"JIANGSU HENGSHANG ENERGY CONSERVATION TECHNOLOGY CO.,LTD.",恒尚节能,2,-,4,20230419,E,   D  F  NY         ,建筑业,603137,江苏恒尚节能科技股份有限公司
VASTDATA,1,1,海量数据,603138,110000,-,1106,海量数据,北京市,"Beijing Vastdata Technology Co., Ltd.",海量数据,2,-,4,20170306,I,   D  F  N          ,信息传输、软件和信息技术服务业,603138,北京海量数据技术股份有限公司
KANGHUI PHARMACEUTICAL,1,1,康惠制药,603139,610000,-,1107,康惠制药,陕西省,"SHAANXI KANGHUI PHARMACEUTICAL CO., LTD",康惠制药,2,-,4,20170421,C,   D  F  N          ,制造业,603139,陕西康惠制药股份有限公司
HIGASKET PLASTICS,1,1,万朗磁塑,603150,340000,-,1108,万朗磁塑,安徽省,"ANHUI HIGASKET PLASTICS  CO.,LTD.",万朗磁塑,2,-,4,20220124,C,   D  F  N          ,制造业,603150,安徽万朗磁塑股份有限公司
TEAMGENE,1,1,邦基科技,603151,370000,-,1109,邦基科技,山东省,"SHANDONG TEAMGENE TECHNOLOGY CO., LTD.",邦基科技股份,2,-,4,20221019,C,   D  F  N          ,制造业,603151,山东邦基科技股份有限公司
SRIBS,1,1,上海建科,603153,310000,-,1110,上海建科,上海市,"SHANGHAI RESEARCH INSTITUTE OF BUILDING SCIENCES GROUP CO., LTD.",上海建科集团,2,-,4,20230313,M,   D  F  N          ,科学研究和技术服务业,603153,上海建科咨询集团股份有限公司
