COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,COMPANY_ABBR,A_STOCK_CODE,AREA_NAME,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,CSRC_CODE_DESC,COMPANY_CODE,FULL_NAME
FOTON,1,1,福田汽车,600166,110000,-,123,福田汽车,北京市,"Beiqi Foton Motor Co.,Ltd.",福田汽车,2,-,4,19980602,C,   D  F  N          ,制造业,600166,北汽福田汽车股份有限公司
LUENMEI QUANTUM,1,1,联美控股,600167,210000,-,124,联美控股,辽宁省,"Luenmei Quantum Co.,Ltd",联美控股,2,-,4,19990128,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600167,联美量子股份有限公司
WHKG,1,1,武汉控股,600168,420000,-,125,武汉控股,湖北省,"Wuhan Sanzhen Industry Holding Co.,Ltd",武汉控股,2,-,4,19980427,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600168,武汉三镇实业控股股份有限公司
TYHI,1,1,太原重工,600169,140000,-,126,太原重工,山西省,"Taiyuan Heavy Industry Co.,Ltd.",太原重工,2,-,4,19980904,C,   D  F  N          ,制造业,600169,太原重工股份有限公司
SCG,1,1,上海建工,600170,310000,-,127,上海建工,上海市,"Shanghai Construction Group Co., Ltd.",上海建工,2,-,4,19980623,E,   D  F  N          ,建筑业,600170,上海建工集团股份有限公司
SHANGHAI BELLING,1,1,上海贝岭,600171,310000,-,128,上海贝岭,上海市,"SHANGHAI BELLING CORP.,LTD.",上海贝岭,2,-,4,19980924,C,   D  F  N          ,制造业,600171,上海贝岭股份有限公司
HHWW,1,1,黄河旋风,600172,410000,-,129,黄河旋风,河南省,"Henan Huanghe Whirlwind Co., Ltd",黄河旋风,2,-,4,19981126,C,   D  F  N          ,制造业,600172,河南黄河旋风股份有限公司
WOLONG REAL ESTATE,1,1,卧龙新能,600173,330000,-,130,卧龙新能,浙江省,"WOLONG NEW ENERGY GROUP CO., LTD.",卧龙新能,2,-,4,19990415,K,   D  F  N          ,房地产业,600173,卧龙新能源集团股份有限公司
CJS,1,1,中国巨石,600176,330000,-,131,中国巨石,浙江省,"China Jushi Co.,Ltd",中国巨石,2,-,4,19990422,C,   D  F  N          ,制造业,600176,中国巨石股份有限公司
YOUNGOR,1,1,XD雅戈尔,600177,330000,-,132,雅戈尔,浙江省,"YOUNGOR FASHION CO., LTD.",雅戈尔,2,-,4,19981119,C,   D  F  N          ,制造业,600177,雅戈尔时尚股份有限公司
DAAE,1,1,东安动力,600178,230000,-,133,东安动力,黑龙江省,"Harbin Dongan Auto Engine Co.,Ltd",东安动力,2,-,4,19981014,C,   D  F  N          ,制造业,600178,哈尔滨东安汽车动力股份有限公司
ANTONG HOLDINGS,1,1,安通控股,600179,230000,-,134,安通控股,黑龙江省,"Antong Holdings Co., Ltd.",安通控股,2,-,4,19981104,G,   D  F  N          ,交通运输、仓储和邮政业,600179,安通控股股份有限公司
CCS,1,1,瑞茂通,600180,370000,-,135,瑞茂通,山东省,"CCS Supply Chain Management Co., Ltd.",瑞茂通,2,-,4,19980703,F,   D  F  N          ,批发和零售业,600180,瑞茂通供应链管理股份有限公司
GITI TIRE CORP,1,1,S佳通,600182,230000,-,136,S佳通,黑龙江省,Giti Tire Corporation,S佳通,2,-,4,19990507,C,   D  F  N          ,制造业,600182,佳通轮胎股份有限公司
SYTECH,1,1,生益科技,600183,440000,-,137,生益科技,广东省,"Shengyi Technology Co.,Ltd.",生益科技,2,-,4,19981028,C,   D  F  N          ,制造业,600183,广东生益科技股份有限公司
NEO,1,1,光电股份,600184,420000,-,138,光电股份,湖北省,"North Electro-Optic Co.,Ltd.",光电股份,2,-,4,20031106,C,   D  F  N          ,制造业,600184,北方光电股份有限公司
ZHUHAI ZHUMIAN GROUP,1,1,珠免集团,600185,440000,-,139,珠免集团,广东省,"ZHUHAI ZHUMIAN GROUP CO., LTD",珠免集团,2,-,4,19990611,K,   D  F  N          ,房地产业,600185,珠海珠免集团股份有限公司
LHG,1,1,莲花控股,600186,410000,-,140,莲花控股,河南省,"LOTUS HOLDINGS CO.,LTD.",莲花控股,2,-,4,19980825,C,   D  F  N          ,制造业,600186,莲花控股股份有限公司
ICW,1,1,国中水务,600187,230000,-,141,国中水务,黑龙江省,"Heilongjiang Interchina Water Treatment Co.,Ltd",国中水务,2,-,4,19981111,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600187,黑龙江国中水务股份有限公司
YANKUANG ENERGY,1,1,兖矿能源,600188,370000,-,142,兖矿能源,山东省,YANKUANG ENERGY GROUP COMPANY LIMITED,兖矿能源,2,-,4,19980701,B,   D  F  N          ,采矿业,600188,兖矿能源集团股份有限公司
JLQYQ,1,1,泉阳泉,600189,220000,-,143,泉阳泉,吉林省,"Jilin Quanyangquan Co.,Ltd",泉阳泉,2,-,4,19981007,C,   D  F  N          ,制造业,600189,吉林泉阳泉股份有限公司
JZP,1,1,*ST锦港,600190,210000,-,144,*ST锦港,辽宁省,"Jinzhou Port Co., Ltd.",*ST锦港,7,900952,8,19990609,G,   S  F  N          ,交通运输、仓储和邮政业,600190,锦州港股份有限公司
HZSY,1,1,华资实业,600191,150000,-,145,华资实业,内蒙古自治区,"Baotou Huazi Industry Co.,Ltd",华资实业,2,-,4,19981210,C,   D  F  N          ,制造业,600191,包头华资实业股份有限公司
GWE,1,1,长城电工,600192,620000,-,146,长城电工,甘肃省,"LANZHOU GREATWALL ELECTRICAL CO.,LTD",长城电工,2,-,4,19981224,C,   D  F  N          ,制造业,600192,兰州长城电工股份有限公司
PROREAL RESOURCES,1,1,*ST创兴,600193,310000,-,147,*ST创兴,上海市,"Shanghai Prosolar Resources Development Co.,Ltd",*ST创兴,7,-,8,19990527,E,   S  F  N          ,建筑业,600193,上海创兴资源开发股份有限公司
CAHIC,1,1,中牧股份,600195,110000,-,148,中牧股份,北京市,"China Animal Husbandry Industry Co.,Ltd.",中牧股份,2,-,4,19990107,C,   D  F  N          ,制造业,600195,中牧实业股份有限公司
FOSUN PHARMA,1,1,复星医药,600196,310000,-,149,复星医药,上海市,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",复星医药,2,-,4,19980807,C,   D  F  N          ,制造业,600196,上海复星医药(集团)股份有限公司
YLT,1,1,伊力特,600197,650000,-,150,伊力特,新疆维吾尔自治区,"Xinjiang Yilite Industry Co.,Ltd",伊力特,2,-,4,19990916,C,   D  F  N          ,制造业,600197,新疆伊力特实业股份有限公司
DATANG TELECOM,1,1,大唐电信,600198,110000,-,151,大唐电信,北京市,"Datang Telecom Technology Co., Ltd",大唐电信,2,-,4,19981021,C,   D  F  N          ,制造业,600198,大唐电信科技股份有限公司
AGSW,1,1,金种子酒,600199,340000,-,152,金种子酒,安徽省,"Anhui Golden Seed Winery Co.,Ltd.",金种子酒,2,-,4,19980812,C,   D  F  N          ,制造业,600199,安徽金种子酒业股份有限公司
JIANGSU WUZHONG,1,1,*ST苏吴,600200,320000,-,153,*ST苏吴,江苏省,"JiangSu WuZhong Pharmaceutical Development Co., Ltd.",*ST苏吴,7,-,8,19990401,C,   S  F  N          ,制造业,600200,江苏吴中医药发展股份有限公司
JINYU,1,1,生物股份,600201,150000,-,154,生物股份,内蒙古自治区,"Jinyu Bio-Technology Co.,Ltd.",生物股份,2,-,4,19990115,C,   D  F  N          ,制造业,600201,金宇生物技术股份有限公司
HAC,1,1,哈空调,600202,230000,-,155,哈空调,黑龙江省,"Harbin Air Conditioning Co.,Ltd.",哈空调,2,-,4,19990603,C,   D  F  N          ,制造业,600202,哈尔滨空调股份有限公司
FFEC,1,1,福日电子,600203,350000,-,156,福日电子,福建省,"Fujian Furi Electronics Co., Ltd",福日电子,2,-,4,19990514,C,   D  F  N          ,制造业,600203,福建福日电子股份有限公司
GRIAM,1,1,有研新材,600206,110000,-,157,有研新材,北京市,"Grinm Advanced Materials Co.,Ltd.",有研新材,2,-,4,19990319,C,   D  F  N          ,制造业,600206,有研新材料股份有限公司
ACHT,1,1,安彩高科,600207,410000,-,158,安彩高科,河南省,"HENAN ANCAI HI-TECH CO.,LTD.",安彩高科,2,-,4,19990714,G,   D  F  N          ,交通运输、仓储和邮政业,600207,河南安彩高科股份有限公司
QUZHOU DEVELOPMENT,1,1,衢州发展,600208,330000,-,159,衢州发展,浙江省,"QUZHOU XIN'AN DEVELOPMENT CO.,LTD.",衢州发展,2,-,4,19990623,K,   D  F  N          ,房地产业,600208,衢州信安发展股份有限公司
ZJQY,1,1,紫江企业,600210,310000,-,160,紫江企业,上海市,"Shanghai Zijiang Enterprise Group Co.,Ltd",紫江企业,2,-,4,19990824,C,   D  F  N          ,制造业,600210,上海紫江企业集团股份有限公司
TIBET PHARMA,1,1,西藏药业,600211,540000,-,161,西藏药业,西藏自治区,Tibet Rhodiola Pharmaceutical Holding Co.,西藏药业,2,-,4,19990721,C,   D  F  N          ,制造业,600211,西藏诺迪康药业股份有限公司
GRESGYING,1,1,绿能慧充,600212,370000,-,162,绿能慧充,山东省,"GRESGYING DIGITAL ENERGY TECHNOLOGY CO.,LTD",绿能慧充,2,-,4,19990817,C,   D  F  N          ,制造业,600212,绿能慧充数字能源技术股份有限公司
PASLIN,1,1,派斯林,600215,220000,-,163,XD派斯林,吉林省,"PASLIN DIGITAL TECHNOLOGY CO., LTD.",XD派斯林,2,-,4,19990909,C,  RD  F  N          ,制造业,600215,派斯林数字科技股份有限公司
ZMC,1,1,浙江医药,600216,330000,-,164,浙江医药,浙江省,"Zhejiang Medicine Co.,Ltd.",浙江医药,2,-,4,19991021,C,   D  F  N          ,制造业,600216,浙江医药股份有限公司
CRE,1,1,中再资环,600217,610000,-,165,中再资环,陕西省,"China Resources and Environment Co.,ltd.",中再资环,2,-,4,19991216,C,   D  F  N          ,制造业,600217,中再资源环境股份有限公司
QCEC,1,1,全柴动力,600218,340000,-,166,全柴动力,安徽省,"Anhui Quanchai Engine Co.,Ltd",全柴动力,2,-,4,19981203,C,   D  F  N          ,制造业,600218,安徽全柴动力股份有限公司
NANSHAN ALUMINIUM,1,1,南山铝业,600219,370000,-,167,南山铝业,山东省,"Shandong Nanshan Aluminium Co., Ltd.",南山铝业,2,-,4,19991223,C,   D  F  N          ,制造业,600219,山东南山铝业股份有限公司
HAINAN AIRLINES HOLDING,1,1,海航控股,600221,460000,-,168,海航控股,海南省,"Hainan Airlines Holding Co., Ltd.",海航控股,2,900945,4,19991125,G,   D  F  N          ,交通运输、仓储和邮政业,600221,海南航空控股股份有限公司
TALOPH,1,1,太龙药业,600222,410000,-,169,太龙药业,河南省,"Henan Taloph Pharmaceutical Stock Co.,Ltd",太龙药业,2,-,4,19991105,C,   D  F  N          ,制造业,600222,河南太龙药业股份有限公司
FREDA,1,1,福瑞达,600223,370000,-,170,福瑞达,山东省,"LUSHANG FREDA PHARMACEUTICAL CO.,LTD.",福瑞达,2,-,4,20000113,C,   D  F  N          ,制造业,600223,鲁商福瑞达医药股份有限公司
HENGTONG,1,1,亨通股份,600226,330000,-,171,亨通股份,浙江省,"ZHEJIANG HENGTONG HOLDING CO.,LTD.",亨通股份,2,-,4,19991116,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600226,浙江亨通控股股份有限公司
GUIZHOU CHITIANHUA,1,1,赤天化,600227,520000,-,172,赤天化,贵州省,"GUIZHOU CHITIANHUA CO.,LTD.",赤天化,2,-,4,20000221,C,   D  F  N          ,制造业,600227,贵州赤天化股份有限公司
FLDT,1,1,*ST返利,600228,360000,-,173,*ST返利,江西省,"Fanli Digital Technology Co., Ltd",*ST返利,7,-,8,19990119,I,   S  F  N          ,信息传输、软件和信息技术服务业,600228,返利网数字科技股份有限公司
QCMC,1,1,城市传媒,600229,370000,-,174,城市传媒,山东省,"QINGDAO CITYMEDIA CO., LTD.",城市传媒,2,-,4,20000309,R,   D  F  N          ,文化、体育和娱乐业,600229,青岛城市传媒股份有限公司
CZDH,1,1,沧州大化,600230,130000,-,175,沧州大化,河北省,"Cangzhou Dahua Co.,Ltd",沧州大化,2,-,4,20000406,C,   D  F  N          ,制造业,600230,沧州大化股份有限公司
LING STEEL,1,1,凌钢股份,600231,210000,-,176,凌钢股份,辽宁省,"Lingyuan Iron & Steel Co.,Ltd.",凌钢股份,2,-,4,20000511,C,   D  F  N          ,制造业,600231,凌源钢铁股份有限公司
GETM,1,1,金鹰股份,600232,330000,-,177,金鹰股份,浙江省,"Zhejiang Golden Eagle Co.,Ltd.",金鹰股份,2,-,4,20000602,C,   D  F  N          ,制造业,600232,浙江金鹰股份有限公司
YTO,1,1,圆通速递,600233,210000,-,178,圆通速递,辽宁省,"YTO Express Group Co.,Ltd.",圆通速递,2,-,4,20000608,G,   D  F  N          ,交通运输、仓储和邮政业,600233,圆通速递股份有限公司
LANDSCAPE CULTURE,1,1,科新发展,600234,140000,-,179,科新发展,山西省,"Kexin Development Co.,Ltd,Shanxi",科新发展,2,-,4,20000615,E,   D  F  N          ,建筑业,600234,山西科新发展股份有限公司
MFSP,1,1,民丰特纸,600235,330000,-,180,民丰特纸,浙江省,"Minfeng Special Paper Co.,Ltd.",民丰特纸,2,-,4,20000615,C,   D  F  N          ,制造业,600235,民丰特种纸股份有限公司
GGEP,1,1,桂冠电力,600236,450000,-,181,桂冠电力,广西壮族自治区,"Guangxi Guiguan Electric Power Co.,Ltd.",桂冠电力,2,-,4,20000323,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600236,广西桂冠电力股份有限公司
TFE,1,1,铜峰电子,600237,340000,-,182,铜峰电子,安徽省,Anhui Tongfeng Electronics Company Limited,铜峰电子,2,-,4,20000609,C,   D  F  N          ,制造业,600237,安徽铜峰电子股份有限公司
HAINAN YEDAO,1,1,*ST椰岛,600238,460000,-,183,*ST椰岛,海南省,"Hainan Yedao (Group)Co.,Ltd",*ST椰岛,7,-,8,20000120,C,   S  F  N          ,制造业,600238,海南椰岛(集团)股份有限公司
YMRD,1,1,云南城投,600239,530000,-,184,云南城投,云南省,"YUNNAN  METROPOLITAN REAL ESTATE DEVELOPMENT CO.,LTD",云南城投,2,-,4,19991202,K,   D  F  N          ,房地产业,600239,云南城投置业股份有限公司
SDWH,1,1,时代万恒,600241,210000,-,185,时代万恒,辽宁省,"Liaoning Shidai Wanheng Co.,Ltd.",时代万恒,2,-,4,20001128,C,   D  F  N          ,制造业,600241,辽宁时代万恒股份有限公司
QHHD,1,1,*ST海华,600243,630000,-,186,*ST海华,青海省,"Qinghaihuading Industrial Co.,Ltd.",*ST海华,7,-,8,20001120,C,   S  F  N          ,制造业,600243,青海华鼎实业股份有限公司
VANTONE NEO DEV GROUP,1,1,万通发展,600246,110000,-,187,万通发展,北京市,"VANTONE NEO DEVELOPMENT GROUP CO., LTD.",万通发展,2,-,4,20000922,K,   D  F  N          ,房地产业,600246,北京万通新发展集团股份有限公司
SCEGC,1,1,陕建股份,600248,610000,-,188,陕建股份,陕西省,Shaanxi Construction Engineering Group Corporation Limited,陕建股份,2,-,4,20000622,E,   D  F  N          ,建筑业,600248,陕西建工集团股份有限公司
LMZ,1,1,两面针,600249,450000,-,189,两面针,广西壮族自治区,"Liuzhou Liangmianzhen Co.,Ltd.",两面针,2,-,4,20040130,C,   D  F  N          ,制造业,600249,柳州两面针股份有限公司
NANTEX,1,1,南京商旅,600250,320000,-,190,南京商旅,江苏省,"NANJING BUSINESS & TOURISM CORP.,LTD.",南京商旅,2,-,4,20010306,F,   D  F  N          ,批发和零售业,600250,南京商贸旅游股份有限公司
GUANNONG SHARE,1,1,冠农股份,600251,650000,-,191,冠农股份,新疆维吾尔自治区,"XINJIANG GUANNONG CO.,LTD.",冠农股份,2,-,4,20030609,C,   D  F  N          ,制造业,600251,新疆冠农股份有限公司
ZHONGHENG GROUP,1,1,中恒集团,600252,450000,-,192,中恒集团,广西壮族自治区,"Guangxi Wuzhou Zhongheng Group Co.,Ltd",中恒集团,2,-,4,20001130,C,   D  F  N          ,制造业,600252,广西梧州中恒集团股份有限公司
AXNMC,1,1,鑫科材料,600255,340000,-,193,鑫科材料,安徽省,"ANHUI XINKE NEW MATERIALS CO.,LTD.",鑫科材料,2,-,4,20001122,C,   D  F  N          ,制造业,600255,安徽鑫科新材料股份有限公司
GUANGHUI ENERGY,1,1,广汇能源,600256,650000,-,194,广汇能源,新疆维吾尔自治区,"Guanghui Energy Co.,Ltd.",广汇能源,2,-,4,20000526,B,   D  F  N          ,采矿业,600256,广汇能源股份有限公司
DHGF,1,1,大湖股份,600257,430000,-,195,大湖股份,湖南省,"DAHU AQUACULTURE CO.,LTD.",大湖股份,2,-,4,20000612,A,   D  F  N          ,农、林、牧、渔业,600257,大湖水殖股份有限公司
BTG HOTELS,1,1,首旅酒店,600258,110000,-,196,首旅酒店,北京市,"BTG Hotels (Group) Co., Ltd.",首旅酒店,2,-,4,20000601,H,   D  F  N          ,住宿和餐饮业,600258,北京首旅酒店(集团)股份有限公司
RNM,1,1,广晟有色,600259,460000,-,197,广晟有色,海南省,"Rising Nonferrous Metals Share Co.,Ltd.",广晟有色,2,-,4,20000525,B,   D  F  N          ,采矿业,600259,广晟有色金属股份有限公司
ZHEJIANG YANKON,1,1,阳光照明,600261,330000,-,198,阳光照明,浙江省,"Zhejiang Yankon Group Co.,Ltd",阳光照明,2,-,4,20000720,C,   D  F  N          ,制造业,600261,浙江阳光照明电器集团股份有限公司
NHL,1,1,北方股份,600262,150000,-,199,北方股份,内蒙古自治区,"Inner Mongolia North Hauler Joint Stock Co., Ltd",北方股份,2,-,4,20000630,C,   D  F  N          ,制造业,600262,内蒙古北方重型汽车股份有限公司
YJFC,1,1,ST景谷,600265,530000,-,200,ST景谷,云南省,"Yunnan Jinggu Forestry Co.,Ltd",ST景谷,7,-,8,20000825,C,   S  F  N          ,制造业,600265,云南景谷林业股份有限公司
BUCID,1,1,城建发展,600266,110000,-,201,城建发展,北京市,"Beijing Urban Construction Investment & Development Co.,Ltd.",城建发展,2,-,4,19990203,K,   D  F  N          ,房地产业,600266,北京城建投资发展股份有限公司
HISUN,1,1,海正药业,600267,330000,-,202,海正药业,浙江省,"Zhejiang Hisun Pharmaceutical Co.,Ltd.",海正药业,2,-,4,20000725,C,   D  F  N          ,制造业,600267,浙江海正药业股份有限公司
SAC,1,1,国电南自,600268,320000,-,203,国电南自,江苏省,"Guodian Nanjing Automation Co.,Ltd",国电南自,2,-,4,19991118,C,   D  F  N          ,制造业,600268,国电南京自动化股份有限公司
GANYUE EXPRESSWAY,1,1,赣粤高速,600269,360000,-,204,赣粤高速,江西省,"Jiangxi Ganyue Expressway Co., Ltd.",赣粤高速,2,-,4,20000518,G,   D  F  N          ,交通运输、仓储和邮政业,600269,江西赣粤高速公路股份有限公司
